Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,TotBaths,TotPorchSF,TotalSF,Age
11,20,RL,4.2626798770413155,9.32375833901174,Pave,None,Reg,Lvl,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5.0,2.23606797749979,1965.0,1965.0,Hip,CompShg,HdBoard,HdBoard,None,0.0,1.7320508075688772,1.7320508075688772,CBlock,9.0,9.0,1.0,3.0,6.810142450115136,1.0,0.0,134.0,1040.0,GasA,125.0,Y,SBrkr,6.947937068614969,0.0,0.0,6.947937068614969,1.0,0.0,1,0,3.0,1,1.7320508075688772,1.791759469228055,Typ,0.0,0.0,Detchd,4.0,1.0,384.0,27.0,27.0,27.0,0.0,0.0,0.0,0.0,0.0,0,None,None,None,0.0,2.0,2008,WD,Normal,2.0,0.0,7.640603826393634,43.0
12,60,RL,4.454347296253507,9.386392315756542,Pave,None,IR1,Lvl,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9.0,2.23606797749979,2005.0,2006.0,Hip,CompShg,WdShing,Wd Shng,Stone,5.659482215759621,2.23606797749979,1.7320508075688772,PConc,25.0,9.0,1.0,6.0,6.906754778648554,1.0,0.0,177.0,1175.0,GasA,125.0,Y,SBrkr,7.075808863978387,7.04141166379481,0.0,7.751475318021456,1.0,0.0,3,0,4.0,1,2.23606797749979,2.4849066497880004,Typ,1.0986122886681098,2.0,BuiltIn,16.0,3.0,736.0,27.0,27.0,27.0,4.997212273764115,3.091042453358316,0.0,0.0,0.0,0,None,None,None,0.0,7.0,2006,New,Partial,4.0,3.091042453358316,8.160518247477505,1.0
13,20,RL,4.290459441148391,9.470317173335742,Pave,None,IR2,Lvl,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5.0,2.449489742783178,1962.0,1962.0,Hip,CompShg,HdBoard,Plywood,None,0.0,1.7320508075688772,1.7320508075688772,CBlock,9.0,9.0,1.0,5.0,6.6039438246004725,1.0,0.0,175.0,912.0,GasA,27.0,Y,SBrkr,6.816735880594968,0.0,0.0,6.816735880594968,1.0,0.0,1,0,2.0,1,1.7320508075688772,1.6094379124341003,Typ,0.0,0.0,Detchd,4.0,1.0,352.0,27.0,27.0,27.0,4.948759890378168,0.0,0.0,0.0,1.8206950566924849,0,None,None,None,0.0,9.0,2008,WD,Normal,2.0,5.176149732573829,7.509335266016592,46.0
14,20,RL,4.5217885770490405,9.273596821611198,Pave,None,IR1,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7.0,2.23606797749979,2006.0,2007.0,Gable,CompShg,VinylSd,VinylSd,Stone,5.726847747587197,2.0,1.7320508075688772,PConc,16.0,9.0,1.7320508075688772,1.0,0.0,1.0,0.0,1494.0,1494.0,GasA,125.0,Y,SBrkr,7.3098814858247865,0.0,0.0,7.3098814858247865,0.0,0.0,2,0,3.0,1,2.0,2.0794415416798357,Typ,0.6931471805599453,2.0,Attchd,9.0,3.0,840.0,27.0,27.0,27.0,5.081404364984463,3.5263605246161616,0.0,0.0,0.0,0,None,None,None,0.0,8.0,2007,New,Partial,2.0,3.5263605246161616,8.002694162283937,1.0
15,20,RL,4.30406509320417,9.298442820197728,Pave,None,IR1,Lvl,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,6.0,2.23606797749979,1960.0,1960.0,Hip,CompShg,MetalSd,MetalSd,BrkFace,5.3612921657094255,1.7320508075688772,1.7320508075688772,CBlock,9.0,9.0,1.0,4.0,6.598509028614515,1.0,0.0,520.0,1253.0,GasA,27.0,Y,SBrkr,7.134093721192866,0.0,0.0,7.134093721192866,1.0,0.0,1,1,2.0,1,1.7320508075688772,1.791759469228055,Typ,0.6931471805599453,1.4142135623730951,Attchd,9.0,1.0,352.0,27.0,27.0,27.0,0.0,5.365976015021851,1.8206950566924849,0.0,0.0,0,None,GdWo,None,0.0,5.0,2008,WD,Normal,2.5,5.966146739123692,7.826842098158293,48.0
16,45,RM,3.9512437185814275,8.71948076085107,Pave,None,Reg,Lvl,Corner,Gtl,BrkSide,Norm,Norm,1Fam,1.5Unf,7.0,2.8284271247461903,1929.0,2001.0,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,1.7320508075688772,1.7320508075688772,BrkTil,9.0,9.0,1.0,1.0,0.0,1.0,0.0,832.0,832.0,GasA,125.0,Y,FuseA,6.75110146893676,0.0,0.0,6.75110146893676,0.0,0.0,1,0,2.0,1,1.7320508075688772,1.791759469228055,Typ,0.0,0.0,Detchd,4.0,2.0,576.0,27.0,27.0,27.0,3.8918202981106265,4.727387818712341,0.0,0.0,0.0,0,None,GdPrv,None,0.0,7.0,2007,WD,Normal,1.0,4.727387818712341,7.430707082545968,78.0
17,20,RL,4.30406509320417,9.32741204356202,Pave,None,IR1,Lvl,CulDSac,Gtl,NAmes,Norm,Norm,1Fam,1Story,6.0,2.6457513110645907,1970.0,1970.0,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,5.198497031265826,1.7320508075688772,1.7320508075688772,CBlock,9.0,9.0,1.0,5.0,6.361302477572996,1.0,0.0,426.0,1004.0,GasA,125.0,Y,SBrkr,6.912742820493176,0.0,0.0,6.912742820493176,1.0,0.0,1,0,2.0,1,1.7320508075688772,1.791759469228055,Typ,0.6931471805599453,1.7320508075688772,Attchd,16.0,2.0,480.0,27.0,27.0,27.0,0.0,0.0,0.0,0.0,0.0,0,None,None,Shed,2.0218796785726947,3.0,2010,WD,Normal,2.0,0.0,7.605392364814935,40.0
18,90,RL,4.290459441148391,9.286560397887591,Pave,None,Reg,Lvl,Inside,Gtl,Sawyer,Norm,Norm,Duplex,1Story,4.0,2.23606797749979,1967.0,1967.0,Gable,CompShg,MetalSd,MetalSd,None,0.0,1.7320508075688772,1.7320508075688772,Slab,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GasA,27.0,Y,SBrkr,7.167809184316444,0.0,0.0,7.167809184316444,0.0,0.0,2,0,2.0,2,1.7320508075688772,1.9459101490553132,Typ,0.0,0.0,CarPort,4.0,2.0,516.0,27.0,27.0,27.0,0.0,0.0,0.0,0.0,0.0,0,None,None,Shed,1.9763847732858002,10.0,2006,WD,Normal,2.0,0.0,7.167809184316444,39.0
19,20,RL,4.204692619390966,9.524859098381523,Pave,None,Reg,Lvl,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,5.0,2.23606797749979,2004.0,2004.0,Gable,CompShg,VinylSd,VinylSd,None,0.0,1.7320508075688772,1.7320508075688772,PConc,9.0,9.0,1.0,6.0,6.472346294500901,1.0,0.0,468.0,1114.0,GasA,125.0,Y,SBrkr,7.016609683894219,0.0,0.0,7.016609683894219,1.0,0.0,1,1,3.0,1,2.0,1.9459101490553132,Typ,0.0,0.0,Detchd,4.0,2.0,576.0,27.0,27.0,27.0,0.0,4.634728988229636,0.0,0.0,0.0,0,None,None,None,0.0,6.0,2008,WD,Normal,2.5,4.634728988229636,7.709308333385869,4.0
20,20,RL,4.2626798770413155,8.93075873555827,Pave,None,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5.0,2.449489742783178,1958.0,1965.0,Hip,CompShg,BrkFace,Plywood,None,0.0,1.7320508075688772,1.7320508075688772,CBlock,9.0,9.0,1.0,2.0,6.22455842927536,1.0,0.0,525.0,1029.0,GasA,27.0,Y,SBrkr,7.200424892944957,0.0,0.0,7.200424892944957,0.0,0.0,1,0,3.0,1,1.7320508075688772,1.9459101490553132,Min1,0.0,0.0,Attchd,4.0,1.0,294.0,27.0,27.0,27.0,0.0,0.0,0.0,0.0,0.0,0,None,MnPrv,None,0.0,5.0,2009,COD,Abnorml,1.0,0.0,7.7702232041587855,51.0
21,60,RL,4.624972813284271,9.562123369834488,Pave,None,IR1,Lvl,Corner,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8.0,2.23606797749979,2005.0,2006.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,5.942799375126701,2.0,1.7320508075688772,PConc,25.0,9.0,1.7320508075688772,1.0,0.0,1.0,0.0,1158.0,1158.0,GasA,125.0,Y,SBrkr,7.055312843339752,7.105786129481271,0.0,7.773594467360194,0.0,0.0,3,1,4.0,1,2.0,2.302585092994046,Typ,0.6931471805599453,2.0,BuiltIn,9.0,3.0,853.0,27.0,27.0,27.0,5.484796933490655,5.043425116919247,0.0,0.0,0.0,0,None,None,None,0.0,11.0,2006,New,Partial,3.5,5.043425116919247,8.170468578330674,1.0
22,45,RM,4.060443010546419,8.915969311373605,Pave,Grvl,Reg,Bnk,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Unf,7.0,2.6457513110645907,1930.0,1950.0,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,1.7320508075688772,1.7320508075688772,PConc,9.0,9.0,1.0,1.0,0.0,1.0,0.0,637.0,637.0,GasA,125.0,Y,FuseF,7.011213987350367,0.0,0.0,7.011213987350367,0.0,0.0,1,0,3.0,1,2.0,1.9459101490553132,Typ,0.6931471805599453,2.0,Attchd,4.0,1.0,280.0,27.0,27.0,0.0,0.0,0.0,1.8449646614985311,0.0,0.0,0,None,GdPrv,None,0.0,6.0,2007,WD,Normal,1.0,5.327876168789581,7.465082736399547,77.0
23,20,RL,4.330733340286331,9.184304357425342,Pave,None,Reg,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8.0,2.23606797749979,2002.0,2002.0,Hip,CompShg,VinylSd,VinylSd,BrkFace,5.641907070938114,2.0,1.7320508075688772,PConc,16.0,9.0,1.0,1.0,0.0,1.0,0.0,1777.0,1777.0,GasA,125.0,Y,SBrkr,7.493317248862145,0.0,0.0,7.493317248862145,0.0,0.0,2,0,3.0,1,2.0,2.0794415416798357,Typ,0.6931471805599453,2.0,Attchd,9.0,2.0,534.0,27.0,27.0,27.0,5.147494476813453,5.075173815233827,0.0,0.0,0.0,0,None,None,None,0.0,9.0,2008,WD,Normal,2.0,5.075173815233827,8.181160858023409,6.0
24,120,RM,3.8066624897703196,8.348774539791274,Pave,None,Reg,Lvl,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,1Story,5.0,2.6457513110645907,1976.0,1976.0,Gable,CompShg,CemntBd,CmentBd,None,0.0,1.7320508075688772,1.7320508075688772,PConc,16.0,9.0,1.0,6.0,6.734591659972948,1.0,0.0,200.0,1040.0,GasA,27.0,Y,SBrkr,6.966967138613983,0.0,0.0,6.966967138613983,1.0,0.0,1,0,3.0,1,1.7320508075688772,1.9459101490553132,Typ,0.6931471805599453,1.7320508075688772,Attchd,4.0,2.0,572.0,27.0,27.0,27.0,4.61512051684126,4.709530201312334,0.0,0.0,0.0,0,None,None,None,0.0,6.0,2007,WD,Normal,2.0,4.709530201312334,7.650168700845001,31.0
25,20,RL,4.290459441148391,9.017604776833355,Pave,None,IR1,Lvl,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5.0,2.8284271247461903,1968.0,2001.0,Gable,CompShg,Plywood,Plywood,None,0.0,1.7320508075688772,2.0,CBlock,9.0,9.0,1.4142135623730951,3.0,5.241747015059643,2.23606797749979,2.015673931331266,204.0,1060.0,GasA,125.0,Y,SBrkr,6.966967138613983,0.0,0.0,6.966967138613983,1.0,0.0,1,0,3.0,1,2.0,1.9459101490553132,Typ,0.6931471805599453,1.7320508075688772,Attchd,4.0,1.0,270.0,27.0,27.0,27.0,6.008813185442595,4.51085950651685,0.0,0.0,0.0,0,None,MnPrv,None,0.0,5.0,2010,WD,Normal,2.0,4.51085950651685,7.659642954564682,42.0
26,20,RL,4.709530201312334,9.56317796268366,Pave,None,Reg,Lvl,Corner,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8.0,2.23606797749979,2007.0,2007.0,Gable,CompShg,VinylSd,VinylSd,Stone,6.46302945692067,2.0,1.7320508075688772,PConc,16.0,9.0,1.0,1.0,0.0,1.0,0.0,1566.0,1566.0,GasA,125.0,Y,SBrkr,7.3783837129967145,0.0,0.0,7.3783837129967145,0.0,0.0,2,0,3.0,1,2.0,2.0794415416798357,Typ,0.6931471805599453,2.0,Attchd,9.0,3.0,890.0,27.0,27.0,27.0,0.0,4.04305126783455,0.0,0.0,0.0,0,None,None,None,0.0,7.0,2009,WD,Normal,2.0,4.04305126783455,8.06054004653864,2.0
27,20,RL,4.110873864173311,8.881975184248867,Pave,None,Reg,Lvl,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5.0,2.6457513110645907,1951.0,2000.0,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,1.7320508075688772,1.7320508075688772,CBlock,9.0,9.0,1.4142135623730951,4.0,5.459585514144159,1.7320508075688772,1.9724497132493741,180.0,900.0,GasA,27.0,Y,SBrkr,6.803505257608338,0.0,0.0,6.803505257608338,0.0,1.0,1,0,3.0,1,2.0,1.791759469228055,Typ,0.0,0.0,Detchd,4.0,2.0,576.0,27.0,27.0,27.0,5.407171771460119,3.4965075614664802,0.0,0.0,0.0,0,None,None,None,0.0,5.0,2010,WD,Normal,1.5,3.4965075614664802,7.496097345175956,59.0
28,20,RL,4.59511985013459,9.348274558065496,Pave,None,Reg,Lvl,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8.0,2.23606797749979,2007.0,2008.0,Gable,CompShg,VinylSd,VinylSd,Stone,5.303304908059076,2.0,1.7320508075688772,PConc,25.0,9.0,1.0,6.0,7.105786129481271,1.0,0.0,486.0,1704.0,GasA,125.0,Y,SBrkr,7.4413203897176174,0.0,0.0,7.4413203897176174,1.0,0.0,2,0,3.0,1,2.0,2.0794415416798357,Typ,0.6931471805599453,2.0,Attchd,9.0,3.0,772.0,27.0,27.0,27.0,0.0,3.9318256327243257,0.0,0.0,0.0,0,None,None,None,0.0,5.0,2010,WD,Normal,3.0,3.9318256327243257,8.134174272137903,3.0
29,20,RL,3.871201010907891,9.700269170029188,Pave,None,IR1,Lvl,CulDSac,Gtl,NAmes,Norm,Norm,1Fam,1Story,5.0,2.449489742783178,1957.0,1997.0,Gable,CompShg,MetalSd,MetalSd,None,0.0,1.7320508075688772,1.7320508075688772,CBlock,9.0,9.0,2.0,4.0,7.15305163493748,1.0,0.0,207.0,1484.0,GasA,27.0,Y,SBrkr,7.3783837129967145,0.0,0.0,7.3783837129967145,1.0,0.0,1,0,2.0,1,1.7320508075688772,1.9459101490553132,Typ,1.0986122886681098,2.0,Attchd,9.0,1.0,319.0,27.0,27.0,27.0,5.666426688112432,5.556828061699537,0.0,0.0,0.0,0,None,None,None,0.0,12.0,2006,WD,Normal,2.0,5.556828061699537,8.034306936339489,49.0
30,30,RM,4.110873864173311,8.752265313595721,Pave,None,IR1,Lvl,Inside,Gtl,BrkSide,Other,Other,1Fam,1Story,4.0,2.449489742783178,1927.0,1950.0,Gable,CompShg,MetalSd,MetalSd,None,0.0,1.7320508075688772,1.7320508075688772,BrkTil,9.0,9.0,1.0,1.0,0.0,1.0,0.0,520.0,520.0,GasA,8.0,N,SBrkr,6.255750041753367,0.0,0.0,6.255750041753367,0.0,0.0,1,0,1.0,1,1.4142135623730951,1.6094379124341003,Typ,0.0,0.0,Detchd,4.0,1.0,240.0,8.0,27.0,27.0,3.912023005428146,0.0,1.700619000072578,0.0,0.0,0,None,None,None,0.0,5.0,2008,WD,Normal,1.0,4.477336814478207,6.947937068614969,81.0
32,20,RL,4.290459441148391,9.053101595549691,Pave,None,IR1,Lvl,CulDSac,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5.0,2.449489742783178,1966.0,2006.0,Gable,CompShg,HdBoard,HdBoard,None,0.0,1.7320508075688772,1.7320508075688772,CBlock,9.0,9.0,1.0,1.0,0.0,1.0,0.0,1228.0,1228.0,GasA,64.0,Y,SBrkr,7.113956109566034,0.0,0.0,7.113956109566034,0.0,0.0,1,1,3.0,1,2.0,1.9459101490553132,Typ,0.0,0.0,Attchd,4.0,1.0,271.0,27.0,27.0,27.0,0.0,4.189654742026425,0.0,0.0,0.0,0,None,MnPrv,None,0.0,6.0,2008,WD,Normal,1.5,4.189654742026425,7.806696372521179,42.0
33,20,RL,4.454347296253507,9.3101857069459,Pave,None,Reg,Lvl,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8.0,2.23606797749979,2007.0,2007.0,Gable,CompShg,VinylSd,VinylSd,None,0.0,2.0,1.7320508075688772,PConc,25.0,9.0,1.7320508075688772,1.0,0.0,1.0,0.0,1234.0,1234.0,GasA,125.0,Y,SBrkr,7.118826249062078,0.0,0.0,7.118826249062078,0.0,0.0,2,0,3.0,1,2.0,2.0794415416798357,Typ,0.0,0.0,Attchd,9.0,2.0,484.0,27.0,27.0,27.0,0.0,3.4339872044851463,0.0,0.0,0.0,0,None,None,None,0.0,1.0,2008,WD,Normal,2.0,3.4339872044851463,7.81156848934518,1.0
34,20,RL,4.2626798770413155,9.26416545867109,Pave,None,IR1,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5.0,2.23606797749979,1959.0,1959.0,Hip,CompShg,BrkFace,BrkFace,None,0.0,1.7320508075688772,1.7320508075688772,CBlock,9.0,9.0,1.0,3.0,6.926577033222725,1.0,0.0,380.0,1398.0,GasA,64.0,Y,SBrkr,7.438971592395862,0.0,0.0,7.438971592395862,0.0,1.0,1,1,4.0,1,2.0,1.9459101490553132,Typ,0.6931471805599453,2.0,Attchd,9.0,2.0,447.0,27.0,27.0,27.0,0.0,3.6635616461296463,0.0,0.0,0.0,0,None,None,None,0.0,4.0,2010,WD,Normal,2.0,3.6635616461296463,8.038834757787749,51.0
